,result,table,_start,_stop,_time,_value,_field,_measurement
,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-02T18:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-02T19:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-02T20:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-02T21:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-02T22:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-02T23:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-03T00:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-03T01:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-03T02:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-03T03:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-03T04:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-03T05:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-03T06:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-03T07:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-03T08:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-03T09:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-03T10:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-03T11:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-03T12:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-03T13:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-03T14:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-03T15:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-03T16:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-03T17:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-03T18:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-03T19:00:00Z,0,Office_obstruction,air_quality

